"","species","STI","SD","5th_percentile","25th_percentile","75th_percentile","95th_percentile"
"1115","Carduus personata",6.39886119853279,1.61571359772493,4.64878848799512,5.58545102580012,7.24814690793322,8.04074915471096
"1116","Carduus pycnocephalus",13.7456938587539,2.00491865894187,10.9894293988868,12.6719392037639,14.8949624284068,16.0950106864936
"1117","Carduus tenuiflorus",12.9315886986049,2.97040351277416,8.72224474046959,10.3937061229185,15.511320585561,16.7089512004176
"1118","Carex acuta",7.36421550457819,2.56508668932433,2.71860759215568,6.04423862446125,9.15512968938936,10.5724725695464
"1119","Carex acutiformis",8.73900997371494,1.54787810681443,6.27597075656778,7.86250602324882,9.81846472484792,10.7012127434015
"1120","Carex adelostoma",0.537604099552879,1.96027474427265,-2.26415005667295,-0.724976694657239,1.71111034029101,3.70825065748479
"1121","Carex alba",7.29351321704741,1.65500115561756,5.30749487613504,6.59699395045681,8.09226471485508,8.96149198866977
"1122","Carex appropinquata",6.09023875589063,2.33300398760054,2.13762444046519,4.73231127075472,7.73492458446609,8.96713249373807
"1123","Carex aquatilis",1.89300942560299,3.36408015499965,-2.51939541503103,-0.675217342470825,4.53422576216223,7.44090425612596
"1124","Carex arenaria",8.2552739517375,1.22910165091285,6.72636201071673,7.59937797023436,8.85531288411412,10.0058775947914
"1125","Carex atrata",1.17800291817747,2.2853080704794,-1.93476992082318,-0.375384793191089,2.4969254611596,5.08476780136309
"1126","Carex atrofusca",-0.0891780977229256,2.13673872949748,-2.18073050717247,-0.915360723019394,0.813329046223569,2.40331024779766
"1127","Carex bicolor",0.629853810999658,1.7481882485139,-0.908822235038848,-0.348321881378412,1.25384432207353,2.75214556165892
"1128","Carex bigelowii",1.83733668133451,2.96475757015229,-1.94569162202989,0.0727109452446218,3.54270791846769,6.88461776899797
"1129","Carex bigelowii subsp. dacica",1.2387162586335,1.54901127360645,-0.0135251300538554,0.584473087104814,1.74043775286746,2.81122493385138
"1130","Carex binervis",7.77605806234854,1.5883685981359,5.82777878096068,6.82842923059456,8.39278567963515,10.6465821971171
"1131","Carex bohemica",8.86564873160774,1.23240164334874,7.76141079410559,8.46129548606665,9.44919264280453,9.74390818150114
"1132","Carex brizoides",8.22007670551768,1.36817333625459,6.45025116779588,7.49716495533885,8.94819272528658,9.93154683850378
"1133","Carex brunnescens",1.62899444433232,2.35537983550368,-1.87559533837294,-0.101672725587169,3.31343380801657,5.38139404846524
"1134","Carex buekii",7.96539834274666,0.271757510021688,7.81790442173662,7.88200893099466,8.03672485263174,8.13824145151962
"1135","Carex buxbaumii",2.20563506564265,2.46293335283082,-0.932973004564904,0.435630383443036,3.67095481514401,6.393950329075
"1136","Carex canescens",4.30355761058104,3.31307241264077,-1.03151613621497,1.4534641616991,7.14099632982441,8.73384252641692
"1137","Carex capillaris",1.84920884366002,2.72697415131429,-1.9465565838088,0.0906053210346247,3.59980397107854,6.27117539069002
"1138","Carex capitata",0.39940326308504,1.83095397942422,-2.29540861724515,-0.767509011893987,1.51593296405948,2.80214596614943
"1139","Carex caryophyllea",8.11758524151178,1.76521663103466,5.67022124897334,6.87796317287696,9.33314236577989,10.7734501575231
"1140","Carex cespitosa",4.49228958232452,3.19817844434779,-0.868848690092297,2.42977621714185,6.78162557292186,7.99823574342422
"1141","Carex chordorrhiza",1.8147646282284,2.46280174780449,-1.5448554945992,-0.0386754697705266,3.53274283251704,5.97397898510831
"1142","Carex colchica",9.57593927755329,1.07839773510551,8.667302464466,8.9726143025421,10.0889052553182,10.7458680387182
"1143","Carex cuprina",9.35418815653239,1.86079295232712,7.13943396213573,8.16833076416323,10.0641016494524,12.5356329661116
"1144","Carex davalliana",7.05136403967717,1.91856514393897,4.50686295021992,6.01590705139872,8.10143645596491,9.35183389934878
"1145","Carex diandra",5.43346339973357,2.79157938337395,0.127732505260601,3.89308358939085,7.48884185071821,8.53830573572087
"1146","Carex digitata",5.35793058608998,2.70159502418262,0.733948211546086,3.53374126992576,7.10729686155695,9.33110704474692
"1147","Carex dioica",3.58054054541376,3.20831157115747,-1.18786349095758,0.816404620785743,6.53560909116096,7.94133876514918
"1148","Carex disperma",2.50767842608711,1.76688964851863,0.211809870240635,1.36456609428205,3.60501908961675,4.80536252595035
"1149","Carex distachya",14.7027924708426,1.9916405398475,11.9210720464959,13.5242539702019,16.0278481728256,17.043676615308
"1150","Carex distans",9.29194537959614,2.62001150129458,6.63195338904908,7.68837345374869,10.1591048542301,14.8874250526068
"1151","Carex disticha",8.15132160591938,1.48255690856009,5.90173497862663,7.12327816130226,9.25813797295571,10.4834004764493
"1152","Carex divisa",13.8816497830767,2.77544318684028,9.75472222597133,11.8937362292307,16.0214903970241,17.3735469210627
"1153","Carex divulsa",10.5521635690503,2.41484731811465,7.51816586184697,9.13677992779141,11.3336194201847,15.3337242366708
"1154","Carex echinata",5.77613648577838,2.85292824016416,0.523251431866172,3.83046949771595,7.71465512943092,9.71306837240598
"1155","Carex elata",7.84895698044045,1.88982772750678,5.49260527113858,6.51621167106568,9.03614089289589,10.6978053297815
"1156","Carex elongata",6.72129210748975,2.02945195364189,3.27364507400746,5.58914604816891,8.11879905180337,9.63067130473681
"1157","Carex ericetorum",5.79350261990588,2.1140562341202,2.16122391402006,4.90053596317675,7.0486451206474,8.23631524894957
"1158","Carex extensa",9.06877364433437,2.67650718744144,6.85013313690226,7.46620725078795,9.58503146640735,14.5815155202933
"1159","Carex ferruginea",4.76932006691511,0.945192842044635,4.20421302212747,4.43642183497972,4.96808512203954,5.45788293911648
"1160","Carex filiformis",9.25620289046175,1.53150243136725,6.9612294435182,8.35430780004723,10.3637626528104,10.9060263267775
"1161","Carex firma",4.49601077125775,0.713504201898563,4.03957944995097,4.2970799650329,4.71204767515941,4.93952258930718
"1162","Carex flacca",8.54656308601647,2.14340900375409,5.47743410955758,7.30158668728827,9.79048962089156,11.8871567953874
"1163","Carex flacca subsp. erythrostachys",14.7198107712124,2.35385795845808,11.7837941928832,13.643314792953,16.0172876862087,17.1526454892861
"1164","Carex flava",3.69996055577132,2.99964970202228,-0.69903839516581,1.34209392590926,6.00672829676842,8.19888083312107
"1165","Carex frigida",5.51861194265143,1.98298198490677,4.16245983381352,4.66379835662114,6.15656354106327,7.35307189233317
"1166","Carex fuliginosa",-4.09338560711892,4.04426896201237,-8.24456785559574,-5.67991528875447,-2.43689661077864,-0.02365147441722
"1167","Carex glacialis",-0.150391668011276,1.82057653783826,-2.77724418560318,-0.97113755639235,0.804643040117464,1.83290075616645
"1168","Carex glareosa",2.13084942284609,2.45374327011468,-1.85567661047268,0.862770491135923,3.69115090878569,5.09605560810292
"1169","Carex globularis",2.33692393858984,2.06678768462081,-0.270150711417569,0.710116893495706,3.75727187145206,5.54207315969046
"1170","Carex halleriana",12.9051208019056,2.4421331880318,9.53931048271643,11.1511846403986,14.7099682006669,16.2288501389999
"1171","Carex hartmanii",6.71322434605896,1.12025774989104,5.40131053011135,6.13331539840012,7.30668559219863,8.08930257353738
"1172","Carex heleonastes",0.921217966921279,1.94456731242091,-0.951494802812008,-0.196216188594814,1.79966857347524,3.39455524785095
"1173","Carex hirta",8.44935930667818,1.65443827133698,5.82309556681418,7.40621866139109,9.67645100163828,10.7417228816441
"1174","Carex hispida",14.374842136959,2.57694755402928,11.0164023573519,13.2653905751697,15.7908799160466,16.8709677954755
"1175","Carex hostiana",6.837177935505,2.0537044204191,3.15116031878927,6.04483282173131,7.95076256744497,9.59994829140313
"1176","Carex humilis",10.3909622092671,2.35697572494117,7.34998223554036,8.73660632647449,12.1295165228733,13.403469459191
"1177","Carex lachenalii",0.241179975628813,2.53640629407362,-3.31733615173531,-0.830198938204278,1.53612700209362,3.45145128647818
"1178","Carex laevigata",8.95925028037708,1.87991552090622,7.08586656218986,7.68593524168692,9.69123971610809,12.2219426795854
"1179","Carex lasiocarpa",3.92307961046156,3.18920599931848,-0.870356295717742,1.16695545819989,6.58155753010534,8.41560736279111
